,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
1241,Only1Jefe,Bham✈️Cali ,GoGetIt #TeamWin #TeamTatted The world ours Live Life To The Fullest SC:Cassanova Sanchez SC:,False,2022-04-17 16:24:50,@haleemarry Whatttt that’s crazy but dope tho everybody can’t cook,,Twitter for iPhone,haleemarry Whatttt crazy dope everybody cook
1242,JhoAnT📸,,"Jho An T🌻

My freedom wall, ey twitter🙋‍♀️ 

#KeepGoing",False,2022-04-17 16:24:50,but it's hard to keep it all. it's so painful!!! super,,Twitter for Android,hard keep painful super
1243,Frank Isles fan 4ever,"Charlotte, North Carolina","one day, one step… you’ll eventually get there!",False,2022-04-17 16:24:50,@CallSignSiren What if you have no choice?,,Twitter for iPhone,CallSignSiren What choice
1244,Edmonb Oduro,,1233456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456789123456,False,2022-04-17 16:24:50,@EstherOcran5 Hi bab I love you can I met you please where you are?,,Twitter for iPhone,EstherOcran5 love please
1245,Ujjwal Panda 🐼,somewhere out there,"listening to the universe chatter in the radio 📡. coding to decode the cosmos 💻. pulsars, FRBs and space molecules. he/him/his.",False,2022-04-17 16:24:50,"@clairekope maybe we could have both? definitely like the idea of a community though, a space would be difficult to manage given that we are all in different time zones and all. https://t.co/5D010pcV3T",,Twitter Web App,clairekope maybe could definitely like idea community though space would difficult manage given different time zone http //t.co/5D010pcV3T
1246,Market Sandwedge,,"Landscaping, hedging mostly",False,2022-04-17 16:24:50,"I’ve found another bespoke cobbler for $200 starting. What is the catch? I do need a double monk strap, so I’ll get a pair. The landing page is dense with information about the construction of the shoes. 

Knowledge is not power, applied knowledge is power",,Twitter for iPhone,found another bespoke cobbler starting What catch need double monk strap pair landing page dense information construction shoe Knowledge power applied knowledge power
1247,couldbeGOOd,,NFT’s + Crypto enthusiast😍. Avid learner and grower🤌🏼. Nerdy jock🤓💪🏼. Professional experience in Hospitality/Tourism and Retail👔. Quirkie #4312 🔥🤮,False,2022-04-17 16:24:50,A bit under the weather on Easter sucks… but we quirkin’ https://t.co/d5SMRYigOs,,Twitter for iPhone,weather Easter sucks… quirkin http //t.co/d5SMRYigOs
1248,Mr Banki,Nigeria,"Building contractor,realist,chelsea fc fan who ❤Ngolo kante,Hakim Ziyech,Naomi Osaka and waje.",False,2022-04-17 16:24:50,@__dozie__ @jon_d_doe Pls I ain't marry no family,,Twitter for Android,__dozie__ jon_d_doe marry family
1249,kanthony era,,Jungkook Is The Antagonist In My Narrative.,False,2022-04-17 16:24:50,this is livs video but the way you can hear my screams loud and clear https://t.co/v5RX14iIuM,,Twitter for iPhone,livs video hear scream loud clear http //t.co/v5RX14iIuM
1250,Manuel,,Referi,False,2022-04-17 16:24:50,@Kgomotso_mdaka Guys there beautiful me❔❓,,Twitter for Android,Kgomotso_mdaka Guys beautiful me❔❓
1251,Korede Folorunso-Obika,"Wichita Falls, TX","Without God, I’d be nothing. #blacklivesmatter #LLEllis",False,2022-04-17 16:24:50,He has risen,,Twitter for iPhone,risen
1252,Russell Wilson is a Golden God,,,False,2022-04-17 16:24:50,"@ABCPolitics @NateSilver538 Never want to hear another French person talk about American politics if this happens. Hell, it’s already too late for them to talk if a pro Russian white supremacist is a close second",,Twitter for iPhone,ABCPolitics NateSilver538 Never want hear another French person talk American politics happens Hell already late talk Russian white supremacist close second
1253,What a week,,Don’t DM me,False,2022-04-17 16:24:50,@HbcuAnime I’m too white to correct anyone about that. I’ll be called racist,,Twitter Web App,HbcuAnime white correct anyone called racist
1254,Lisa🌹,Harry's House |19,"like there ain't enough dying stars in your sky ♡
she/her",False,2022-04-17 16:24:50,He kissed the shirt 🥺🥺🥺 https://t.co/Q9pMiAequQ,,Twitter for Android,kissed shirt http //t.co/Q9pMiAequQ
1255,action figure,"Chicago, IL",→ ♡ ←,False,2022-04-17 16:24:50,not dowoon doing a q&amp;a 😭😭😭,,Twitter for iPhone,dowoon
1256,xlv,,Writer for @theathletic + @ESPNFC.,False,2022-04-17 16:24:50,Gravenberchhhhh wow,,Twitter for iPhone,Gravenberchhhhh
1257,KE💕,"Dallas, TX",ig: asapkayy_,False,2022-04-17 16:24:50,niggas be so cap on the internet its crazy 😂,,Twitter for iPhone,nigga internet crazy
1258,ปาจิ้งจั้ง,,ก็ยังเป็นที่1อยู้ดี,False,2022-04-17 16:24:50,@BunyaratwanitB Listen to #Jungkook - #StayAlive (Prod. #Suga of #BTS ) (@BTS_twt),"['Jungkook', 'StayAlive', 'Suga', 'BTS']",Twitter for iPhone,BunyaratwanitB Listen Jungkook StayAlive Prod Suga BTS_twt
1259,NafisabigWin18,"Cirebon Barat, Indonesia","Bismillah ingin Bigwin🤲🙏😎
@fitrihenna961 kena suspen",False,2022-04-17 16:24:50,@sof1azara03 @_MattCorman Done wml https://t.co/yn0h3Qehjn,,Twitter for Android,sof1azara03 _MattCorman Done http //t.co/yn0h3Qehjn
1260,Amir ✰,"Phoenix, AZ","May Allah forgive me for the jokes I make | 22 | R.I.P DeVayne🕊 |A💕|Sports, Anime/Manga",False,2022-04-17 16:24:50,"From all these interviews of sex workers I’ve seen, there’s a common theme of women getting involved in that occupation due to their upbringing where they were abused physically/sexually. It’s a shame really",,Twitter for iPhone,From interview worker seen common theme woman getting involved occupation upbringing abused physically/sexually shame really
1261,efo Edem 🇬🇭,,Teacher || Sells Watches & Shirts|| Music & TV Series lover|| Fifa|| @RealMadridfc ❤️ || IT guy || •Gods child •||RT pinned tweet || IFB 💯,False,2022-04-17 16:24:50,@ama_serwaaa Stil wondering why kante did sub kovacic,,Twitter for iPhone,ama_serwaaa Stil wondering kante kovacic
1262,Real_Is_Rare💫🥳🕯️💅💃,"Kampala, Uganda",".Realer for life 💯 Hustler fi life👏💯
Motto::Get 💰,Stay pretty and Stay on your shit 😜",False,2022-04-17 16:24:50,I just wanna give him a BJ while he's driving 🥺,,Twitter for Android,give driving
1263,Manfred von Karma’s Gender Adventure,gender library,"manfred von karma discovers genders, and bansai ichiyanagi is a douche (Banner by @stardoopy)",False,2022-04-17 16:24:50,he had been using them for over a half century and it would be uncomfortable to suddenly switch. this did not make him any less nonbinary. it just made him an autistic old person who liked familiarity.,,"Cheap Bots, Done Quick!",using half century would uncomfortable suddenly switch make le nonbinary made autistic person liked familiarity
1264,Shez,"Lahore, Pakistan",Finding friends with the same mental disorder!,False,2022-04-17 16:24:50,@pheeki_chayye Where exactly is your house? 😁,,Twitter for Android,pheeki_chayye Where exactly house
1265,Bill Beaman,SoCal,My humor and language isn't for everyone. I use all my Dad's favorite curse words and a few of my own.,False,2022-04-17 16:24:50,@Sara990132981 @KariLake Sockpuppets can vote?,,Twitter for Android,Sara990132981 KariLake Sockpuppets vote
1266,Margus Albri,Estonia,"Single father who try a best own daughters.
https://t.co/K7RbhVLqHL
#SUPERFAMILY",False,2022-04-17 16:24:50,@SelccoinNFT Some page are lessons to us. To learn own mistakes and open next page...,,Twitter Web App,SelccoinNFT Some page lesson learn mistake open next page
1267,amber 💌,,,False,2022-04-17 16:24:50,craving matcha from starbucks 😩,,Twitter for iPhone,craving matcha starbucks
1268,Chris,"New York, USA","I support Banning Assault weapons and protecting our elections. I vote in NY#19, upstate NY.",False,2022-04-17 16:24:50,"@atrupar @nhannahjones Watch cartoons Sunday morning, you will find more honesty and accountability than with Chuck Todd, George at abc and the rest.",,Twitter for iPhone,atrupar nhannahjones Watch cartoon Sunday morning find honesty accountability Chuck Todd George rest
1269,Lexa,Metaverse,"i loved Lexa

In here for the crypto, nfts and giveaways!
#NonFungiFrens 🎯GANG #sabianarmy",False,2022-04-17 16:24:50,"@StonedJpeger @FreeYourSoull @DopeDuckClub @kankalar00 @tavukdoner35 @esdeathmavi

done wish me luck",,Twitter Web App,StonedJpeger FreeYourSoull DopeDuckClub kankalar00 tavukdoner35 esdeathmavi done wish luck
1270,whimsy,,"27! She/her. DHr reader, writer, and art appreciator. I never finish anything bc I get distracted by everything. 18+ only. Pfp by the incomparable @PoIIux_",False,2022-04-17 16:24:50,@dejavunott YEAH AND ALL I SAID WAS THAT I SHOULD HAVE BEEN ASLEEP 2 HOURS AGO BUT AM I?????? THIS STORY HAS ITS CLAWS IN ME,,Twitter for iPhone,dejavunott YEAH SAID THAT SHOULD HAVE BEEN ASLEEP HOURS THIS STORY CLAWS
1271,voice of the psychiatrized,NYC,"mad, disabled, neurodivergent. |views expressed here are private and not associated with any employer| Not affiliated with Fireweed collective or Icarus project",False,2022-04-17 16:24:50,@_animeprotag @alucard_nogard @ItsEmilyKaty just think about that! you get free training equipment for the paralympics :),,Twitter Web App,_animeprotag alucard_nogard ItsEmilyKaty think free training equipment paralympics
1272,mordum ♱,Ruggsville,,False,2022-04-17 16:24:50,"@animebladee ma'am, will you so kindly let me dive into your boobies 😋",,Twitter for iPhone,animebladee ma'am kindly dive booby
1273,now that's positional,"Connecticut, USA","musician in @drmartino777 // professor of english  // love cats, reality TV, & food // chess noob",False,2022-04-17 16:24:50,Yall remember this? I'll give you 3 guesses what happened in this game today.... 😩😩😩 https://t.co/1Az3zhkRig,,Twitter for Android,Yall remember give guess happened game today http //t.co/1Az3zhkRig
1274,Thorne | ens0.eth,,"mage of word & code 🌸
NFTs minting: @PolymorphicFlag 🏳️‍🌈 & @YoKittiesNFT 😻
VTuber: @BBtheFlyingFox 🦊
@smolfarm-er 🦆 
@fumeiji 💜
she/her 🏳️‍⚧️",False,2022-04-17 16:24:50,"Your one job as a passenger on a plane is to relatively quietly entertain yourself until landing, not whatever this is https://t.co/42mjsLYoA8",,Twitter for iPhone,Your passenger plane relatively quietly entertain landing whatever http //t.co/42mjsLYoA8
1275,O. Roberts,"Atlanta, GA",,False,2022-04-17 16:24:50,"Today’s Word from @pastorrbarrett - Jesus’ resurrection continues to have personal &amp; global impact. Because He rose, we have unlimited access to the Father, the power of the Holy Spirit &amp; unearned approval from God so we can live the life He has for us. Thank God, He’s RISEN🙌🏾",,Twitter for iPad,Today Word pastorrbarrett Jesus resurrection continues personal global impact Because rose unlimited access Father power Holy Spirit unearned approval live life Thank RISEN🙌🏾
1276,ESNS Radio,Europe,"ESNS Radio, powered by @ESNS. Listen to European Music, 24/7 via https://t.co/o3GMUEnjXt",False,2022-04-17 16:24:50,Now Playing on #ESNSRadio: Bettie Serveert - Mossie - Previously Unreleased by Moss,['ESNSRadio'],Radio.co now playing,Playing ESNSRadio Bettie Serveert Mossie Previously Unreleased Moss
1277,Scramble for the Kero,Alabama,"I'm Kero. 28, bastard streamer, and he/him who likes weird fighting anime, tokusatsu, and video games about robots. Icon by @csmutrun (nsfw warning).",False,2022-04-17 16:24:50,@strawberrym0use At lasting gives me more time to finish the 3DS one.,,Twitter for Android,strawberrym0use lasting give time finish
1278,joey ★ 6 days!!!!!,cicis pizza,joseph • 20 • they/it/he • this nb lesbian BITES • 💕@ThatPinkSphinx💕 icon by @dxctorbomb,False,2022-04-17 16:24:50,“i feel like if i had a bir- CRAZY FROG HAS DIED?”,,Twitter for iPhone,feel like bir- CRAZY FROG DIED
1279,joelito silva,,,False,2022-04-17 16:24:50,@bebeauris 💋 take everything I want to see you all naked ❤️,,Twitter for Android,bebeauris take everything want naked
1280,AustynZOGS,Nigeria,Security/Crisis Management. Diplomacy. Strategy. Conflict Resolution. Art Enthusiast. Photography,False,2022-04-17 16:24:50,"@Gidi_Traffic The Federal Road Safety Corps (FRSC) has warned motorists in the Federal Capital Territory (FCT) against using Google map while driving, saying it should be set before driving. It also warned against messaging, typing and listening to music with phone while driving",,Twitter for Android,Gidi_Traffic Federal Road Safety Corps FRSC warned motorist Federal Capital Territory using Google driving saying driving also warned messaging typing listening music phone driving
1281,Vinícius Sr,"London, England",,False,2022-04-17 16:24:50,Damn Boston Vs my Nets and I’m Taraweeh.,,Twitter for iPhone,Damn Boston Nets Taraweeh
1282,Sir of the Ridge 404 🥩 ;; future kalos champion,wondering where you are,qt + gf irl 🇨🇺 🏳️‍⚧️ ; @HeyNamesAlbe @littensalt 🫀- the king to my qt + matching + banner by him ; littens biggest fan ! ; he / it / pi / pix,False,2022-04-17 16:24:50,@gunsfnfost smash,,Twitter for iPhone,gunsfnfost smash
1283,Emma,"California, USA","#USA 🇺🇸 #UK 🇬🇧 #Canada 🇨🇦
#dogs #funnydog #doglovers
Only for Dogs Lovers. Tiktok 🐕👇",False,2022-04-17 16:24:50,"@Doltzs It's difficult to find a trustworthy Graphic Designer, but I can suggest this one because I've already engaged him to create some designs for my company. He's a consummate professional who regularly produces excellent outcomes. Take a look here. 😊 https://t.co/b2KUPWGhq2 https://t.co/eHIGeFDnbL",,Twitter for Android,Doltzs difficult find trustworthy Graphic Designer suggest already engaged create design company consummate professional regularly produce excellent outcome Take look http //t.co/b2KUPWGhq2 http //t.co/eHIGeFDnbL
1284,"SFH, Inc. General Counsel","Georgia, USA",my name is my name,False,2022-04-17 16:24:50,Fred Willard is the only redeeming part.,,Twitter for iPhone,Fred Willard redeeming part
1285,XO,,I love you too 😍 _ lil baby X cardi b _,False,2022-04-17 16:24:50,If to say na aspiss play rcb today we go don concede walahi. He has no choice https://t.co/GicivKVwM1,,Twitter for Android,aspis play today concede walahi choice http //t.co/GicivKVwM1
1286,jojo🫶,@rnbwlpz ♡ ,aí drogaa,False,2022-04-17 16:24:50,there's a hole that you fill pra caralhooooo😫🙈,,Twitter for Android,hole fill caralhooooo😫🙈
1287,Jersey J’s Trainer,,Ready to roll #vegasborn #theover #nohedge #stoolie Positive Vibes Only,False,2022-04-17 16:24:50,@calebpressley is the #GOAT𓃵 https://t.co/uuy9NaqHeo,['GOAT𓃵'],Twitter for iPhone,calebpressley GOAT𓃵 http //t.co/uuy9NaqHeo
1288,The Deat[H] Surgeon,"Beika, Japan","[V] @OnePiece_RP | Part of FBI to capture Black Organization | Disguised as (Capone, Brook, Vergo) Subaru Okiya | @=Follback | (X-Properties)",False,2022-04-17 16:24:50,"""This is the end.""",,twittbot.net,This
1289,Amy Siewert,,,False,2022-04-17 16:24:50,#NFT #NFTartist become an OG in discord to get free mint @Kiki_CatsNFT https://t.co/BRkezpKP1U,"['NFT', 'NFTartist']",Twitter Web App,NFTartist become discord free mint Kiki_CatsNFT http //t.co/BRkezpKP1U
1290,matilda🧸,she/her | 18,jjongmericano,False,2022-04-17 16:24:50,"@DOLLiYUN i'm doing fine!! :&gt; just a bit anxious bcs i'm going back to school on tuesday.

and how are you? i hope you're okay too ♡♡",,Twitter for Android,DOLLiYUN fine anxious going back school tuesday hope okay
1291,SUGARWATERRADIO,"Brooklyn, NY",SugarWater INC. I s the new home for great new Independent music. Change the your vibe with the best!!,False,2022-04-17 16:24:50,NowPlaying LETS GO BACK - LETS GO BACK https://t.co/OE37T6rodl 16:23,,RadioToolBox song tweet,NowPlaying LETS BACK LETS BACK http //t.co/OE37T6rodl 16:23
1292,🤜🏻😼,URMOM,📍🇬🇧 (edits / jokes),False,2022-04-17 16:24:50,subway surfers is god 😩 https://t.co/WtbuRp7Ih4,,Twitter for iPhone,subway surfer http //t.co/WtbuRp7Ih4
1293,CR Bell,Virginia,"Writer/Novelist

Author of 26 Days & the Bannockburn series",False,2022-04-17 16:24:50,"Enjoy! ✌️

https://t.co/PmSg8ijUGv

#ebooks #kindle #literature #fiction #thriller #action #writer #author #indieauthor #reading https://t.co/S2UGords6o","['ebooks', 'kindle', 'literature', 'fiction', 'thriller', 'action', 'writer', 'author']",Twitter Web App,Enjoy http //t.co/PmSg8ijUGv ebooks kindle literature fiction thriller action writer author indieauthor reading http //t.co/S2UGords6o
1294,🫧 mark bitte ruf mich an 🫐,she/they 21 minors dnf,달소 달소 가자 ★ fan account mainly nct loona stayc fromis itzy weme eunbi day6 tbz svt txt dua lipa | @s6nwo0 🌹,False,2022-04-17 16:24:50,@defofme bibis verse 😫😫😫😫,,Twitter for Android,defofme bibis verse 😫😫😫😫
1295,🌸 Shiya,,Jeongyeon: I've never gone to see fish.,False,2022-04-17 16:24:50,I want what they have https://t.co/7TrqbfUhus https://t.co/UoihWX9ddJ,,Twitter for Android,want http //t.co/7TrqbfUhus http //t.co/UoihWX9ddJ
1296,Alan Turing,,"Hoops, Data Science, Memes. Contributor @TheStrickland, Co-Host @StricklandPods",False,2022-04-17 16:24:50,@kellyoburner I don’t know man Jeff Van Gundy didn’t hang off Alonzo Mourning’s leg for us to become Heat fans!,,Twitter for iPhone,kellyoburner know Jeff Gundy hang Alonzo Mourning become Heat fan
1297,Ross 🇮🇪🔴,Ireland,,False,2022-04-17 16:24:50,Ten Hag trophy pics today 🤩,,Twitter for Android,trophy pic today
1298,Lil Mid Shake,C-137,"""What is normal for the spider is chaos for the fly.”",False,2022-04-17 16:24:50,@auntienature @KedricReshon Tribal wars happened way before slavery...,,Twitter Web App,auntienature KedricReshon Tribal war happened slavery
1299,Truth or Consequences,,,False,2022-04-17 16:24:50,@VP No they shouldn’t they should be free for anyone that’s retired free you get it free. Well with your drug plan for illegal drugs I can see why they drug plan for the legal drugs aren’t gonna work either. Politicians not people that’s what you are. What a joke!,,Twitter for iPhone,free anyone retired free free Well drug plan illegal drug drug plan legal drug work either Politicians people What joke
1300,W,,,False,2022-04-17 16:24:50,"@skintypink You’ll get it done, just take your short breaks",,Twitter for iPad,skintypink done take short break
1301,Sheena Fujibayashi,,bot by @bladecharge ❀ beware of spoilers ❀ wip,False,2022-04-17 16:24:50,So Raine was obsessed with ruins because she was searching for her mother.,,twittbot.net,Raine obsessed ruin searching mother
1302,Arika,Asia,"corpsetwt
⠀⠀⠀⠀⠀⠀⠀⠀⠀
my aquarius ass said, 'i don't wanna be alone, but i like to isolate miself.'",False,2022-04-17 16:24:50,"I mean he always giving me a side eye and never acknowledged me in class for whatever reason, but the way he arranged the test is so fucking rigged man wth. It's soo unprofessional.",,Twitter for Android,mean always giving side never acknowledged class whatever reason arranged test fucking rigged unprofessional
1303,Tom,,23 | NUFC,False,2022-04-17 16:24:50,Miggy stealing a flag and my heart https://t.co/5iRMOjfJvZ,,Twitter for iPhone,Miggy stealing flag heart http //t.co/5iRMOjfJvZ
1304,rachel stern,,,False,2022-04-17 16:24:50,Check out this listing I just added to my #Poshmark closet: CAbi Distressed Slim Boyfriend Cotton Modal blend Capri Jeans size 6. https://t.co/1Rip4l5VM4 #shopmycloset @poshmarkapp,['Poshmark'],Poshmark,Check listing added Poshmark closet CAbi Distressed Slim Boyfriend Cotton Modal blend Capri Jeans size http //t.co/1Rip4l5VM4 shopmycloset poshmarkapp
1305,Amanda Gregory,"Staithes, England",Married with 2 grown up children. An agent for actors and holiday cottage manager.,False,2022-04-17 16:24:50,"@ClaytonParkBkry I'd share with my daughter, @emma_schofield1",,Twitter for Android,ClaytonParkBkry share daughter emma_schofield1
1306,coma.fm,,"Rock N Roll Radio
Jazz / Blues / Rockabilly / Country /Psychobilly / Surf

Just beat!",False,2022-04-17 16:24:50,Johnny Cash - Tear Stained Letter,,Radio.co now playing,Johnny Cash Tear Stained Letter
1307,maxthemoose,,,False,2022-04-17 16:24:50,annoying things to do with bots,,"Cheap Bots, Done Quick!",annoying thing bot
1308,frosty,,whenimetuinthesummer,False,2022-04-17 16:24:50,part of maturity is recognizing that love by itself isn’t always enough to make a relationship work,,Twitter for iPhone,part maturity recognizing love always enough make relationship work
1309,𝒫𝑅𝐼𝒩𝒞𝐸👑,in your heart ,"🙏 Stay Blessed 
❤ Stay Beautiful
Priv-@istiakkhelal",False,2022-04-17 16:24:50,Meet my family https://t.co/LrS4A0hJDl,,Twitter for Android,Meet family http //t.co/LrS4A0hJDl
1310,adi + hee,enha love bot,sunoo’s bsf (real!),False,2022-04-17 16:24:50,diocanee https://t.co/hJhicOrBeV,,Twitter for iPhone,diocanee http //t.co/hJhicOrBeV
1311,jana,,jeno ampogi mo so much mahal na ata kita,False,2022-04-17 16:24:50,@mrl_gutierrez Omg tara beh,,Twitter for Android,mrl_gutierrez tara
1312,♡,"   — ☆; sun café ૮꒰ ˶ᵔ ᵕ ᵔ˶ ꒱ა
               .☆ ⁺ ˖  ࣪ . 
꒰ ⁺ ˖  ࣪ dms opened; 24/7 ! ꒱
          — pinned tweet !
# # ଘ(੭´꒳`)°* ੈ‧₊˚ enjoy ! ~ ♡",it’s lovely.,False,2022-04-17 16:24:50,"# #  [ open: mailbox 💌  ] — 
   ૮꒰⸝⸝ ˃ ༝ ˂⸝⸝꒱ა ;; beep, beep! you have mail ♡
       — #1 :✂️🗒“you have lots of time, slow down, relax. you’ve got this”.
%% — 📬;; FOLDER: #C0LOURFUL",,Twitter for iPhone,open mailbox ૮꒰⸝⸝ ˂⸝⸝꒱ა beep beep mail lot time slow relax FOLDER C0LOURFUL
1313,maggie 💀🌺,iowa city,worlds foremost nonbinary transsexual,False,2022-04-17 16:24:50,"# #  [ open: mailbox 💌  ] — 
   ૮꒰⸝⸝ ˃ ༝ ˂⸝⸝꒱ა ;; beep, beep! you have mail ♡
       — #1 :✂️🗒“you have lots of time, slow down, relax. you’ve got this”.
%% — 📬;; FOLDER: #C0LOURFUL",,Twitter for Android,open mailbox ૮꒰⸝⸝ ˂⸝⸝꒱ა beep beep mail lot time slow relax FOLDER C0LOURFUL
1314,uglyboi,Fruit Republic and Flex,ExBoy. kruise. iTweet.,False,2022-04-17 16:24:50,@Ar1kDfkm Why are you lying,,Twitter for Android,Ar1kDfkm lying
1315,ZAN,"Illinois, USA","Partnered @Twitch Streamer, Former Madden NFL Prima Guide Co-Author, Bears/Cubs Fan. Business Inquiries: gridirongameplans@gmail.com  https://t.co/Em5NYS5cu8",False,2022-04-17 16:24:50,"The BEST Defensive Vault Update of the Year is LIVE on @GGameplans!

✅ COMPLETELY BAG ANY WHEEL (No User)
✅ Glitchy Trick to Improve Wheel D (No User)
✅ The ""Unglitchable Contain"" (Undercenter Escape D)
✅ Weak Box (Pancake) Proofing Your Contain D

https://t.co/KgE55NmBL0 https://t.co/TGKSSQBEFl",,Twitter Web App,BEST Defensive Vault Update Year LIVE GGameplans COMPLETELY WHEEL User Glitchy Trick Improve Wheel User Unglitchable Contain Undercenter Escape Weak Pancake Proofing Your Contain http //t.co/KgE55NmBL0 http //t.co/TGKSSQBEFl
1316,Dee.,Tx,indifferent. Live and let Live🌿,False,2022-04-17 16:24:50,Lol I came to eat at work before I head home and I feel so awk cause I don’t know how to act around my coworkers without being clocked in rn 😅😅,,Twitter for iPhone,came work head home feel cause know around coworkers without clocked
1317,Alvin Takunda Mukawu (Artist and Engineer),Zimbabwe,"Hey I'm AL🙂

Award winning artist. (December 2021) @artofhealth_zim

Graduate Electrical Engineer.

Volunteer @mandisa_trust",False,2022-04-17 16:24:50,@Hwency263 Hes undermining women's struggles. It's not right,,Twitter for Android,Hwency263 undermining woman struggle right
1318,abz ✦ is seeing ateez! d-13,she / her | read carrd byf,"#BANGCHAN : 그 손을 내밀어줘, save me, save me. i need your love before i fall, fall",False,2022-04-17 16:24:50,@ThottestThot does he though??,,Twitter for Android,ThottestThot though
1319,joão | mlkfalouboy 🇵🇸,Taguatinga/DF,taguatinga/DF | pesquisador em ciência de dados UnB/UTFPR #python #rstats | ele/dele | #dzb #roque #djed,False,2022-04-17 16:24:50,@ai_curio_bot botprompt: former footbal player Paulo Baier as the ruling president of Brazil.,,Twitter Web App,ai_curio_bot botprompt former footbal player Paulo Baier ruling president Brazil
1320,anniskistme,,,False,2022-04-17 16:24:50,@tulkoju @olliecarroll Would you not react if a load of thugs were sitting on your back fence.,,Twitter for iPad,tulkoju olliecarroll Would react load thug sitting back fence
1321,أَنـفال 𓂀.,🇴🇲,9teen,False,2022-04-17 16:24:50,Also her sister deserves it🏃🏼‍♀️🏃🏼‍♀️❤️ https://t.co/Lou8X2xkJa,,Twitter for iPhone,Also sister deserves it🏃🏼‍♀️🏃🏼‍♀️❤️ http //t.co/Lou8X2xkJa
1322,joyce walker,"Muskogee, OK",,False,2022-04-17 16:24:50,@Pastor__West Thank you Jesus!!! He lives!!!!!!!,,Twitter for iPhone,Pastor__West Thank Jesus life
1323,Abdul-Mueen,Cpt ,23 | nostalgia merchant,False,2022-04-17 16:24:50,@salie_yaaseen May Allah reject your dua 🙏🏻,,Twitter for iPhone,salie_yaaseen Allah reject
1324,beke beke,,The elite enthusiast,False,2022-04-17 16:24:50,"Very early ETH project!!!
@theelitenwo A Dynamic Project With Innovative Tokenomics And Ever-Increasing rewards
#NWO #THEELITE #NEWWORLDORDER #THEELITENWO $NWO https://t.co/0c4OdDsNqr",,Twitter for iPhone,Very early project theelitenwo Dynamic Project With Innovative Tokenomics Ever-Increasing reward THEELITE NEWWORLDORDER THEELITENWO http //t.co/0c4OdDsNqr
1325,Use cash 🗽,,Free speech. Personal responsibility. Small government. Controlled immigration.,False,2022-04-17 16:24:50,@PaulEmbery Because they don’t care about the fans and take advantage of their loyalty to make more money,,Twitter Web App,PaulEmbery Because care fan take advantage loyalty make money
1326,em,19 - she/her,just a lover ♡,False,2022-04-17 16:24:50,"@j61823 it sounds so interesting, i’ll add it to my tbr and will def read it soon !",,Twitter for iPhone,j61823 sound interesting read soon
1327,Back by unpopular demand: Me 🔜 CFZ ‘22,"Lancashire, England","24, He/Him, Aegosexual, Vore, UK, Lancashire, Originally from West Mids, 18+, No minors

💚Claimed by @AfterDarkCoffii 💚
(P: @BluuTheFerret B:@ZaaruChan)",False,2022-04-17 16:24:50,@makar_ro makes sense to me,,Twitter Web App,makar_ro make sense
1328,Logan Ratick,"Washington, D.C.",@Newsmax National Correspondent. @NewhouseSU 🍊 alum. RT+likes≠endorsements. Opinions=mine,True,2022-04-17 16:24:50,I’m no TSA agent but the line should probably NOT extend to the parking garage,,Twitter for iPhone,agent line probably extend parking garage
1329,Allo Brofo Da President😉😎,Ghana,"Love God||Love Sarkodie||Love Kotoko, Man City.",False,2022-04-17 16:24:50,@NYFAgh The coach seem to have a problem with him and it's not funny,,Twitter for Android,NYFAgh coach seem problem funny
1330,ɢᴀʙᴇ,earf,like 6’11 on a good day 🇵🇪🇨🇺 | IG: 13gabem | TikTok: 13gabem,False,2022-04-17 16:24:50,Me sitting in an ihop 30 min before my shift bc im craving pancakes,,Twitter for iPhone,sitting ihop shift craving pancake
1331,SH:APE,,$SHAPE   0x6d06aa1e471de7d7b4d7810d1ef57fba6c35d898,False,2022-04-17 16:24:50,"@cryptoworld202 Check out $SHAPE already 30eth in Shinja purchased and much more to come. 0% tax currently and buy contest.

#Shape
#ShapeYourFuture
#ShapeDao
#ShapeDaoFam
#ShapeFamApes
#ShapeDaotothemoon
$Shape 

#Eth #Crypto #1000xgems #Btc #Bullish #altcoin #100xgem https://t.co/GS1TUzBcHR",,Twitter for iPhone,cryptoworld202 Check SHAPE already 30eth Shinja purchased much come currently contest Shape ShapeYourFuture ShapeDao ShapeDaoFam ShapeFamApes ShapeDaotothemoon Shape Crypto 1000xgems Bullish altcoin 100xgem http //t.co/GS1TUzBcHR
1332,"Greg ""I’m Wearing My Mask For A While More” Proops",#BidenHarris2020,I will try to survive so I may do everything I can to bring the utter and absolute destruction of the @GOP Be safe and get vaccinated,True,2022-04-17 16:24:50,@fulton_dave I am risen,,Twitter Web App,fulton_dave risen
1333,le fleur༉🏡 saw louis! stream boyfriends.,anyone?…anyone??,"close my eyes and then cross my arms put me in the dirt, let me dream with the stars 🤍 no stunts she|her",False,2022-04-17 16:24:50,girls https://t.co/xT2cNBlrkK https://t.co/40ktXnKHqb,,Twitter for iPhone,girl http //t.co/xT2cNBlrkK http //t.co/40ktXnKHqb
